ProductID	Name	Description	Barcode	OrderCode	Brand	Size	Qty	MeasuredQty	Value	Discount	ValueIncVAT	ValueExcVAT	TotCost	Margin	MarginPerc
4580438	Pineapple Large	Pineapple Large						803		1817.92	21.0908	1796.8292	1796.8292	1268.74	528.09	0.2939
50368270	Pineapple Small	Pineapple Small						42		72.23	0	72.23	72.23	66.36	5.87	0.08127
4580440	Plum Red Loose	Plum Red Loose						1098	630.80200kg	2270.2097	6.1243	2264.0854	2264.0854	182.93258	2081.15	0.9192
10170477	Plum Yellow Loose	Plums Loose						49	11.33400kg	45.22266	0	45.22266	45.22266	45.22266	0	-0.00006
-39108	pomegranate							1		2	0	2	2	0	2	1
49502560	Pomegranate	Pomegranate						2035		2391.32	7.5253	2383.7947	2383.7947	2035	348.79	0.14632
4592060	Pomegranate large	Pomegranate large						75		112.5	0	112.5	112.5	75	37.5	0.33333
	pomegranates							1		12	0	12	12	0	12	1
4592059	Pomello	Pomello						931		1843.38	11.6847	1831.6953	1831.6953	1163.75	667.95	0.36466
-39108	pomme							2		3	0	3	3	0	3	1
	pot							2		61	0	61	61	0	61	1
	potato							1		7.5	0	7.5	7.5	0	7.5	1
-39108	potato							2		26.5	0	26.5	26.5	0	26.5	1
4590146	Potato 2kg Bag	Potato 2kg Bag						8027		16054	65.6456	15988.3544	15988.3544	10435.1	5553.25	0.34733
46077562	Potato Loose	Potato Loose						482	727.65900kg	963.3868	1.1493	962.2375	962.2375	727.659	234.58	0.24379
	potato sack x 2							1		28	0	28	28	0	28	1
-39108	potatoes							1		14.5	0	14.5	14.5	0	14.5	1
4590143	Potatoes Baby Roast	Potatoes Baby Roast						1245	1491.55800kg	3349.5472	11.0702	3338.477	3338.477	3236.68086	101.8	0.03049
	pper							1		3.49	0	3.49	3.49	0	3.49	1
19247718	Pre Pack Apple	Pre Pack Apple						1318		2622.82	11.9302	2610.8898	2610.8898	257.01	2353.88	0.90156
51130679	Prickly Pear	Prickly Pear						4		14.76	0	14.76	14.76	0	14.76	1
	pricklynpear							1		0.4	0	0.4	0.4	0	0.4	1
46475425	Princess orange/apple	Princess orange/apple						12		18	0	18	18	0	18	1
	pumkin							1		2	0	2	2	0	2	1
48905481	Punnet Nectarines Small	Punnet Nectarines Small						1		1	0	1	1	0	1	1
-39108	punnet plum							1		2.8	0	2.8	2.8	0	2.8	1
47399643	Punnet Plum	Punnet Plum						12		12	0	12	12	0	12	1
	Put onto ketana by mistake 05/03							1		47.77	0	47.77	47.77	0	47.77	1
	Put onto ketana by mistake 23/01 order							1		46.51	0	46.51	46.51	0	46.51	1
	radish							4		9	0	9	9	0	9	1
	radish bunch							1		1.5	0	1.5	1.5	0	1.5	1
4590150	Radish Pack	Radish Pack						336		221.76	1.0142	220.7458	220.7458	112.56	108.19	0.49009
50438973	Recipe Book	Recipe Book						25		375	0	375	375	0	375	1
50207993	Red Currant	Red Currant						5		19.95	0	19.95	19.95	0	19.95	1
18825359	Red Currants	Red Currants						6		12	0	12	12	12	0	0
50207637	Red Dragon Fruit	Red Dragon Fruit						34		135.66	0	135.66	135.66	0	135.66	1
45598704	Red/Green chili peppers	Red/Green chili peppers						574		114.8	0	114.8	114.8	8645.588	-8530.79	-74.31
-39108	redcurrants							5		9.6	0	9.6	9.6	0	9.6	1
51402854	Redcurrent	Redcurrent						14		16.8	0	16.8	16.8	0	16.8	1
4590151	Rhubarb	Rhubarb						37	26.51200kg	134.32	0	134.32	134.32	132.56	1.76	0.0131
50153533	Roasted Almonds	Roasted Almonds						277		415.5	1.4252	414.0748	414.0748	332.4	81.67	0.19725
50153547	Roasted Pistachios	Roasted Pistachios						430		645	0	645	645	516	129	0.2
-39108	romaine lettuce							1		10	0	10	10	0	10	1
-39108	sack onion							1		12.5	0	12.5	12.5	0	12.5	1
-39108	sack onions							1		13.5	0	13.5	13.5	0	13.5	1
-39108	sack pot							2		20.5	0	20.5	20.5	0	20.5	1
	Sack pot							1		14.5	0	14.5	14.5	0	14.5	1
-39108	sack potato							1		16.5	0	16.5	16.5	0	16.5	1
	sack potatoes							4		57	1.5006	55.4994	55.4994	0	55.5	1
-39108	sack potatoes							2		33	0	33	33	0	33	1
	sack potatos							1		5	0	5	5	0	5	1
-39108	sack pots							1		16.5	0	16.5	16.5	0	16.5	1
	sackpotatoes							1		7.5	1.5009	5.9991	5.9991	0	6	1
	sackpotatos							1		7.5	1.0902	6.4098	6.4098	0	6.41	1
46301462	Shallots	Shallots						165		264	0	264	264	0	264	1
-39108	sharon							1		2.4	0	2.4	2.4	0	2.4	1
9941569	Sharon fruit	Sharon New Season Spanish						1028		503.72	2.4176	501.3024	501.3024	411.2	90.1	0.17974
46984385	Sharon punnet	Sharon fruit punnet						135		339.7	0.8446	338.8554	338.8554	0	338.86	1
	sharonfruit							1		0.59	0	0.59	0.59	0	0.59	1
51444397	Singo Pear	Singo Pear						8		8	0	8	8	0	8	1
50208011	Small box tangerine	Small box tangerine						9		31.5	0.4044	31.0956	31.0956	0	31.1	1
48889972	SMALL grape open punnet	Grape open punnet						56		56	0	56	56	0	56	1
50207604	Small Mango	Small Mango						71		94.88	0	94.88	94.88	0	94.88	1
-39108	small onion sack							1		6.5	0	6.5	6.5	0	6.5	1
50208094	Small Pomegranate	Small Pomegranate						8		4	0	4	4	0	4	1
51130638	Small Veg Packet	Small Veg Packet						6		7.2	0	7.2	7.2	0	7.2	1
50694402	Smoothie Pop	Smoothie Pop						92		73.6	0	73.6	73.6	0	73.6	1
-39108	span onion							1		12	0	12	12	0	12	1
50368293	Special Offer: Baby Roast Potatoes	Special Offer: Baby Roast Potatoes						2		23	0	23	23	0	23	1
-39108	squash							3		7	0	7	7	0	7	1
43659044	Squash	Squash						7		17.5	0	17.5	17.5	14	3.5	0.2
50207600	Star Fruit	Star Fruit						5		29.95	0	29.95	29.95	0	29.95	1
	starfruit							1		2.5	0	2.5	2.5	0	2.5	1
-39108	starfruit							1		3	0	3	3	0	3	1
-39108	stawbeery							1		1	0	1	1	0	1	1
-39108	strawberries							1		1.2	0	1.2	1.2	0	1.2	1
	strawberries							1		0.3	0	0.3	0.3	0	0.3	1
-39108	strawberry							11		23.89	0	23.89	23.89	0	23.89	1
4580443	Strawberry Punnet	Strawberry Punnet	8453108234					594		945.43	0	945.43	945.43	1069.2	-123.77	-0.13091
-39108	straws							2		13.3	0	13.3	13.3	0	13.3	1
4590168	Sugar Snaps	Sugar Snaps						534		902.46	3.8906	898.5694	898.5694	587.4	311.17	0.34629
50207613	Sugarcane	Sugarcane						41		26.65	0	26.65	26.65	0	26.65	1
4590152	Swede	Swede						413	477.73800kg	1199.3268	6.2987	1193.0281	1193.0281	262.7559	930.27	0.77976
-39108	sweed							1		5	0	5	5	0	5	1
-39108	sweet peppers and garlic meat board							1		50	0	50	50	0	50	1
48870478	Sweet pointy pepper	Sweet pointy pepper						1	0.26200kg	0.34846	0	0.34846	0.34846	0	0.35	1
-39108	sweet pot							1		12	0	12	12	0	12	1
4590154	Sweet Potato	Sweet Potato						2373	2408.27400kg	6862.4231	31.2673	6831.1558	6831.1558	240.8274	6590.33	0.96475
	sweet potato box							1		24	0	24	24	0	24	1
	sweet potatoes							1		8	1.142	6.858	6.858	0	6.86	1
14068110	Tamarind	Tamarind						49		146.51	4.5052	142.0048	142.0048	88.2	53.8	0.37889
46128890	Tangerine (10 KG) - MP	Tangerine (10 KG) - MP	1652014810					1		0	0	0	0	15	-15	0
50217243	Tangerine BOX £3.5	Tangerine BOX £3.5						4		14	0	14	14	0	14	1
4580444	Tangerine Loose	Tangerines / Clems Loose						1663	1555.88200kg	5134.4106	42.4663	5091.9443	5091.9443	4978.8224	113.12	0.02222
	tangerine punnet							1		1.5	0	1.5	1.5	0	1.5	1
47330567	Tangerine PUNNET	Tangerine PUNNET						1325		4192.48	9.4347	4183.0453	4183.0453	0	4183.05	1
47128276	Tangerines 5 for £1	Tangerines 5 for £1						92		92	0	92	92	0	92	1
4590159	Tomato Cherry Punnet	Tomato Cherry Punnet						3280		3632.1	23.181	3608.919	3608.919	2645.8776	963.04	0.26685
4590157	Tomato Loose/Vine	Tomato Loose/Vine						1518	1035.99800kg	4143.72952	12.3051	4131.42442	4131.42442	4765.5908	-634.17	-0.1535
48935674	Tomato Plum Tub	Tomato Plum Tub						120		75.2	0.9838	74.2162	74.2162	0	74.22	1
-39108	tray cres							1		3.5	0	3.5	3.5	0	3.5	1
	tray plums(x2)							1		32	0	32	32	0	32	1
	tu bishvat fruit							1		55	0	55	55	0	55	1
50491835	Turnip	Turnip						6	2.68400kg	9.71608	0	9.71608	9.71608	1.50304	8.21	0.84537
-39108	veg							1		6	0	6	6	0	6	1
49804704	Vine Cherry Punnet	Vine Cherry Punnet						18		39.39	0	39.39	39.39	14.52006	24.87	0.63138
	Water							1		4.5	0	4.5	4.5	0	4.5	1
50342025	Water Bottle 500ml	Water Bottles 500ml						479		119.75	0.1	119.65	119.65	0	119.65	1
46128909	Water Bottle Large	Water Bottle Large						60		51	0	51	51	0	51	1
50246432	Water Bottles - 24	Water Bottles - 24						762		3534.9	2.5149	3532.3851	3532.3851	0	3532.39	1
-39108	watermeln							1		5.5	0	5.5	5.5	0	5.5	1
-39108	watermelon							37		180.48	0	180.48	180.48	0	180.48	1
	watermelon							17		117	0	117	117	0	117	1
48921831	Watermelon 4s	Watermelon						39		153.29	2.2964	150.9936	150.9936	0	150.99	1
47424903	Watermelon 6s	Watermelon Small						61		214.66	0	214.66	214.66	0	214.66	1
4580416	Watermelon Large	Watermelon						27		127.5	0	127.5	127.5	116.1	11.4	0.08941
-39108	watermelon x 4							1		16	0	16	16	0	16	1
-39108	watermelon x 5							1		20	0	20	20	0	20	1
-39108	wdnesday order							1		55.61	0	55.61	55.61	0	55.61	1
	White cab carrot							1		11.38	0	11.38	11.38	0	11.38	1
48496471	Yellow cherry tomatoes stem.	Yellow Cherry Tomatoes						7		7	0	7	7	0	7	1
14155418	Yellow Dates	Yellow Dates						157	20368.00000g	268.8576	0	268.8576	268.8576	0	268.86	1
50207632	Yellow Pithaya	Yellow Pithaya						14		49	0	49	49	0	49	1
	Total:							150966		269409.5715	1099.1961	268310.3754	268310.3754	161766.7568	106543.62	747.73802
